player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
steven-moreira,Steven Moreira,Steven Moreira,CPV,🇨🇻,DF,22,1994-08-13,20,0,Columbus Crew,USA,https://en.wikipedia.org/wiki/Steven_Moreira,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
wagner-pina,Wagner Pina,Wagner Pina,CPV,🇨🇻,DF,24,2002-11-03,14,0,Trabzonspor,TUR,https://en.wikipedia.org/wiki/Wagner_Pina,0,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
kelvin-pires,Kelvin Pires,Kelvin Pires,CPV,🇨🇻,DF,25,2000-06-05,6,1,SJK,FIN,https://en.wikipedia.org/wiki/Kelvin_Pires,0,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
kevin-pina,Kevin Pina,Kevin Pina,CPV,🇨🇻,MF,6,1997-01-27,31,3,Krasnodar,RUS,https://en.wikipedia.org/wiki/Kevin_Pina_(footballer),2,1,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
jovane-cabral,Jovane Cabral,Jovane Cabral,CPV,🇨🇻,MF,7,1998-06-14,29,3,Estrela Amadora,POR,https://en.wikipedia.org/wiki/Jovane_Cabral,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
joao-paulo,João Paulo,João Paulo,CPV,🇨🇻,MF,8,1998-05-26,41,1,FCSB,ROU,https://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_Fernandes_(footballer),1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
jamiro-monteiro,Jamiro Monteiro,Jamiro Monteiro,CPV,🇨🇻,MF,10,1993-11-23,55,5,PEC Zwolle,NED,https://en.wikipedia.org/wiki/Jamiro_Monteiro,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
garry-rodrigues,Garry Rodrigues,Garry Rodrigues,CPV,🇨🇻,MF,11,1990-11-27,61,10,Apollon Limassol,CYP,https://en.wikipedia.org/wiki/Garry_Rodrigues,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
deroy-duarte,Deroy Duarte,Deroy Duarte,CPV,🇨🇻,MF,14,1999-07-04,33,0,Ludogorets Razgrad,BUL,https://en.wikipedia.org/wiki/Deroy_Duarte,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
laros-duarte,Laros Duarte,Laros Duarte,CPV,🇨🇻,MF,15,1997-02-28,20,1,Puskás Akadémia,HUN,https://en.wikipedia.org/wiki/Laros_Duarte,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
yannick-semedo,Yannick Semedo,Yannick Semedo,CPV,🇨🇻,MF,16,1995-12-29,11,1,Farense,POR,https://en.wikipedia.org/wiki/Yannick_Semedo,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
willy-semedo,Willy Semedo,Willy Semedo,CPV,🇨🇻,MF,17,1994-04-27,38,3,Omonia,CYP,https://en.wikipedia.org/wiki/Willy_Semedo,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
telmo-arcanjo,Telmo Arcanjo,Telmo Arcanjo,CPV,🇨🇻,MF,18,2001-06-21,16,1,Vitória de Guimarães,POR,https://en.wikipedia.org/wiki/Telmo_Arcanjo,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
nuno-da-costa,Nuno da Costa,Nuno da Costa,CPV,🇨🇻,MF,21,1991-02-10,9,2,İstanbul Başakşehir,TUR,https://en.wikipedia.org/wiki/Nuno_da_Costa,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
helio-varela,Hélio Varela,Hélio Varela,CPV,🇨🇻,MF,26,2002-05-03,21,0,Maccabi Tel Aviv,ISR,https://en.wikipedia.org/wiki/H%C3%A9lio_Varela,1,1,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
gilson-benchimol,Gilson Benchimol,Gilson Benchimol,CPV,🇨🇻,FW,9,2001-12-29,21,6,Akron Tolyatti,RUS,https://en.wikipedia.org/wiki/Gilson_Benchimol,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
dailon-livramento,Dailon Livramento,Dailon Livramento,CPV,🇨🇻,FW,19,2001-05-04,22,7,Casa Pia,POR,https://en.wikipedia.org/wiki/Dailon_Livramento,1,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
ryan-mendes,Ryan Mendes,Ryan Mendes,CPV,🇨🇻,FW,20,1990-01-08,98,22,Iğdır,TUR,https://en.wikipedia.org/wiki/Ryan_Mendes,2,0,0,0,CPV,Bubista,https://en.wikipedia.org/wiki/Cape_Verde_national_football_team
nawaf-al-aqidi,Nawaf Al-Aqidi,Nawaf Al-Aqidi,KSA,🇸🇦,GK,1,2000-05-10,24,0,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Nawaf_Al-Aqidi,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
mohammed-al-owais,Mohammed Al-Owais,Mohammed Al-Owais,KSA,🇸🇦,GK,21,1991-10-10,65,0,Al-Ula,KSA,https://en.wikipedia.org/wiki/Mohammed_Al-Owais,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
ahmed-al-kassar,Ahmed Al-Kassar,Ahmed Al-Kassar,KSA,🇸🇦,GK,22,1991-05-08,9,0,Al-Qadsiah,KSA,https://en.wikipedia.org/wiki/Ahmed_Al-Kassar,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
ali-majrashi,Ali Majrashi,Ali Majrashi,KSA,🇸🇦,DF,2,1999-10-02,21,0,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Ali_Majrashi,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
ali-lajami,Ali Lajami,Ali Lajami,KSA,🇸🇦,DF,3,1996-04-24,24,1,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Ali_Lajami,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
abdulelah-al-amri,Abdulelah Al-Amri,Abdulelah Al-Amri,KSA,🇸🇦,DF,4,1997-01-15,44,1,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Abdulelah_Al-Amri,2,1,1,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
hassan-al-tambakti,Hassan Al-Tambakti,Hassan Al-Tambakti,KSA,🇸🇦,DF,5,1999-02-09,54,1,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Hassan_Al-Tambakti,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
saud-abdulhamid,Saud Abdulhamid,Saud Abdulhamid,KSA,🇸🇦,DF,12,1999-07-18,55,1,Lens,FRA,https://en.wikipedia.org/wiki/Saud_Abdulhamid,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
nawaf-boushal,Nawaf Boushal,Nawaf Boushal,KSA,🇸🇦,DF,13,1999-09-16,27,0,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Nawaf_Boushal,1,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
hassan-kadesh,Hassan Kadesh,Hassan Kadesh,KSA,🇸🇦,DF,14,1992-09-26,21,2,Al-Ittihad,KSA,https://en.wikipedia.org/wiki/Hassan_Kadesh,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
moteb-al-harbi,Moteb Al-Harbi,Moteb Al-Harbi,KSA,🇸🇦,DF,24,2000-02-20,13,0,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Moteb_Al-Harbi,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
jehad-thakri,Jehad Thakri,Jehad Thakri,KSA,🇸🇦,DF,25,2001-07-21,8,0,Al-Qadsiah,KSA,https://en.wikipedia.org/wiki/Jehad_Thakri,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
mohammed-abu-al-shamat,Mohammed Abu Al-Shamat,Mohammed Abu Al-Shamat,KSA,🇸🇦,DF,26,2002-08-11,8,0,Al-Qadsiah,KSA,https://en.wikipedia.org/wiki/Mohammed_Abu_Al-Shamat,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
nasser-al-dawsari,Nasser Al-Dawsari,Nasser Al-Dawsari,KSA,🇸🇦,MF,6,1998-12-19,47,1,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Nasser_Al-Dawsari,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
musab-al-juwayr,Musab Al-Juwayr,Musab Al-Juwayr,KSA,🇸🇦,MF,7,2003-06-20,37,6,Al-Qadsiah,KSA,https://en.wikipedia.org/wiki/Musab_Al-Juwayr,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
abdullah-al-khaibari,Abdullah Al-Khaibari,Abdullah Al-Khaibari,KSA,🇸🇦,MF,15,1996-08-16,42,0,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Abdullah_Al-Khaibari,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
ziyad-al-johani,Ziyad Al-Johani,Ziyad Al-Johani,KSA,🇸🇦,MF,16,2001-11-11,12,0,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Ziyad_Al-Johani,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
alaa-al-hejji,Alaa Al-Hejji,Alaa Al-Hejji,KSA,🇸🇦,MF,18,1995-12-03,3,0,Neom,KSA,https://en.wikipedia.org/wiki/Alaa_Al-Hejji,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
mohamed-kanno,Mohamed Kanno,Mohamed Kanno,KSA,🇸🇦,MF,23,1994-09-22,79,8,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Mohamed_Kanno,2,0,1,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
ayman-yahya,Ayman Yahya,Ayman Yahya,KSA,🇸🇦,FW,8,2001-05-14,26,0,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Ayman_Yahya,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
firas-al-buraikan,Firas Al-Buraikan,Firas Al-Buraikan,KSA,🇸🇦,FW,9,2000-05-14,72,16,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Firas_Al-Buraikan,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
salem-al-dawsari,Salem Al-Dawsari,Salem Al-Dawsari,KSA,🇸🇦,FW,10,1991-08-19,111,27,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Salem_Al-Dawsari,2,0,1,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
saleh-al-shehri,Saleh Al-Shehri,Saleh Al-Shehri,KSA,🇸🇦,FW,11,1993-11-01,59,17,Al-Ittihad,KSA,https://en.wikipedia.org/wiki/Saleh_Al-Shehri,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
khalid-al-ghannam,Khalid Al-Ghannam,Khalid Al-Ghannam,KSA,🇸🇦,FW,17,2000-11-08,7,0,Al-Ettifaq,KSA,https://en.wikipedia.org/wiki/Khalid_Al-Ghannam,1,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
abdullah-al-hamdan,Abdullah Al-Hamdan,Abdullah Al-Hamdan,KSA,🇸🇦,FW,19,1999-09-13,52,13,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Abdullah_Al-Hamdan,2,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
sultan-mandash,Sultan Mandash,Sultan Mandash,KSA,🇸🇦,FW,20,1994-10-17,7,2,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Sultan_Mandash,0,0,0,0,KSA,Georgios Donis,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team
david-raya,David Raya,David Raya,ESP,🇪🇸,GK,1,1995-09-15,13,0,Arsenal,ENG,https://en.wikipedia.org/wiki/David_Raya,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
joan-garcia,Joan Garcia,Joan Garcia,ESP,🇪🇸,GK,13,2001-05-04,2,0,Barcelona,ESP,https://en.wikipedia.org/wiki/Joan_Garcia,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
unai-simon,Unai Simón,Unai Simón,ESP,🇪🇸,GK,23,1997-06-11,58,0,Athletic Bilbao,ESP,https://en.wikipedia.org/wiki/Unai_Sim%C3%B3n,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
marc-pubill,Marc Pubill,Marc Pubill,ESP,🇪🇸,DF,2,2003-06-20,2,0,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Marc_Pubill,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
alex-grimaldo,Álex Grimaldo,Álex Grimaldo,ESP,🇪🇸,DF,3,1995-09-20,14,0,Bayer Leverkusen,GER,https://en.wikipedia.org/wiki/%C3%81lex_Grimaldo,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
eric-garcia,Eric García,Eric García,ESP,🇪🇸,DF,4,2001-01-09,21,0,Barcelona,ESP,https://en.wikipedia.org/wiki/Eric_Garc%C3%ADa_(footballer%2C_born_2001),0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
marcos-llorente,Marcos Llorente,Marcos Llorente,ESP,🇪🇸,DF,5,1995-01-30,24,0,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Marcos_Llorente,1,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
pedro-porro,Pedro Porro,Pedro Porro,ESP,🇪🇸,DF,12,1999-09-13,18,0,Tottenham Hotspur,ENG,https://en.wikipedia.org/wiki/Pedro_Porro,1,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
aymeric-laporte,Aymeric Laporte,Aymeric Laporte,ESP,🇪🇸,DF,14,1994-05-27,46,2,Athletic Bilbao,ESP,https://en.wikipedia.org/wiki/Aymeric_Laporte,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
pau-cubarsi,Pau Cubarsí,Pau Cubarsí,ESP,🇪🇸,DF,22,2007-01-22,12,0,Barcelona,ESP,https://en.wikipedia.org/wiki/Pau_Cubars%C3%AD,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
marc-cucurella,Marc Cucurella,Marc Cucurella,ESP,🇪🇸,DF,24,1998-07-22,24,1,Chelsea,ENG,https://en.wikipedia.org/wiki/Marc_Cucurella,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
mikel-merino,Mikel Merino,Mikel Merino,ESP,🇪🇸,MF,6,1996-06-22,43,10,Arsenal,ENG,https://en.wikipedia.org/wiki/Mikel_Merino,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
fabian-ruiz,Fabián Ruiz,Fabián Ruiz,ESP,🇪🇸,MF,8,1996-04-03,42,6,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Ruiz,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
gavi,Gavi,Gavi,ESP,🇪🇸,MF,9,2004-08-05,30,5,Barcelona,ESP,https://en.wikipedia.org/wiki/Gavi_(footballer),1,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
alex-baena,Álex Baena,Álex Baena,ESP,🇪🇸,MF,15,2001-07-20,17,2,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/%C3%81lex_Baena,1,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
rodri,Rodri,Rodri,ESP,🇪🇸,MF,16,1996-06-22,62,4,Manchester City,ENG,https://en.wikipedia.org/wiki/Rodri_(footballer%2C_born_1996),2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
martin-zubimendi,Martín Zubimendi,Martín Zubimendi,ESP,🇪🇸,MF,18,1999-02-02,26,3,Arsenal,ENG,https://en.wikipedia.org/wiki/Mart%C3%ADn_Zubimendi,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
pedri,Pedri,Pedri,ESP,🇪🇸,MF,20,2002-11-25,41,6,Barcelona,ESP,https://en.wikipedia.org/wiki/Pedri,2,0,1,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
ferran-torres,Ferran Torres,Ferran Torres,ESP,🇪🇸,FW,7,2000-02-29,57,24,Barcelona,ESP,https://en.wikipedia.org/wiki/Ferran_Torres,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
dani-olmo,Dani Olmo,Dani Olmo,ESP,🇪🇸,FW,10,1998-05-07,50,12,Barcelona,ESP,https://en.wikipedia.org/wiki/Dani_Olmo,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
yeremy-pino,Yéremy Pino,Yéremy Pino,ESP,🇪🇸,FW,11,2002-10-20,23,4,Crystal Palace,ENG,https://en.wikipedia.org/wiki/Y%C3%A9remy_Pino,1,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
nico-williams,Nico Williams,Nico Williams,ESP,🇪🇸,FW,17,2002-07-12,30,6,Athletic Bilbao,ESP,https://en.wikipedia.org/wiki/Nico_Williams,2,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
lamine-yamal,Lamine Yamal,Lamine Yamal,ESP,🇪🇸,FW,19,2007-07-13,25,6,Barcelona,ESP,https://en.wikipedia.org/wiki/Lamine_Yamal,2,1,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
mikel-oyarzabal,Mikel Oyarzabal,Mikel Oyarzabal,ESP,🇪🇸,FW,21,1997-04-21,53,25,Real Sociedad,ESP,https://en.wikipedia.org/wiki/Mikel_Oyarzabal,2,2,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
victor-munoz,Víctor Muñoz,Víctor Muñoz,ESP,🇪🇸,FW,25,2003-07-13,2,1,Osasuna,ESP,https://en.wikipedia.org/wiki/V%C3%ADctor_Mu%C3%B1oz_(footballer%2C_born_2003),0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
borja-iglesias,Borja Iglesias,Borja Iglesias,ESP,🇪🇸,FW,26,1993-01-17,8,0,Celta Vigo,ESP,https://en.wikipedia.org/wiki/Borja_Iglesias,0,0,0,0,ESP,Luis de la Fuente,https://en.wikipedia.org/wiki/Spain_national_football_team
sergio-rochet,Sergio Rochet,Sergio Rochet,URU,🇺🇾,GK,1,1993-03-23,35,0,Internacional,BRA,https://en.wikipedia.org/wiki/Sergio_Rochet,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
santiago-mele,Santiago Mele,Santiago Mele,URU,🇺🇾,GK,12,1997-09-06,8,0,Monterrey,MEX,https://en.wikipedia.org/wiki/Santiago_Mele,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
fernando-muslera,Fernando Muslera,Fernando Muslera,URU,🇺🇾,GK,23,1986-06-16,134,0,Estudiantes,ARG,https://en.wikipedia.org/wiki/Fernando_Muslera,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
jose-maria-gimenez,José María Giménez,José María Giménez,URU,🇺🇾,DF,2,1995-01-20,99,8,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Gim%C3%A9nez,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
sebastian-caceres,Sebastián Cáceres,Sebastián Cáceres,URU,🇺🇾,DF,3,1999-08-18,24,0,América,MEX,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_C%C3%A1ceres,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
ronald-araujo,Ronald Araújo,Ronald Araújo,URU,🇺🇾,DF,4,1999-03-07,27,1,Barcelona,ESP,https://en.wikipedia.org/wiki/Ronald_Ara%C3%BAjo,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
guillermo-varela,Guillermo Varela,Guillermo Varela,URU,🇺🇾,DF,13,1993-03-24,28,0,Flamengo,BRA,https://en.wikipedia.org/wiki/Guillermo_Varela,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
mathias-olivera,Mathías Olivera,Mathías Olivera,URU,🇺🇾,DF,16,1997-10-31,35,2,Napoli,ITA,https://en.wikipedia.org/wiki/Math%C3%ADas_Olivera,2,0,1,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
matias-vina,Matías Viña,Matías Viña,URU,🇺🇾,DF,17,1997-11-09,43,1,River Plate,ARG,https://en.wikipedia.org/wiki/Mat%C3%ADas_Vi%C3%B1a,1,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
santiago-bueno,Santiago Bueno,Santiago Bueno,URU,🇺🇾,DF,24,1998-11-09,8,0,Wolverhampton Wanderers,ENG,https://en.wikipedia.org/wiki/Santiago_Bueno,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
manuel-ugarte,Manuel Ugarte,Manuel Ugarte,URU,🇺🇾,MF,5,2001-04-11,36,1,Manchester United,ENG,https://en.wikipedia.org/wiki/Manuel_Ugarte_(footballer),2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
rodrigo-bentancur,Rodrigo Bentancur,Rodrigo Bentancur,URU,🇺🇾,MF,6,1997-06-25,74,3,Tottenham Hotspur,ENG,https://en.wikipedia.org/wiki/Rodrigo_Bentancur,2,0,1,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
nicolas-de-la-cruz,Nicolás de la Cruz,Nicolás de la Cruz,URU,🇺🇾,MF,7,1997-06-01,34,5,Flamengo,BRA,https://en.wikipedia.org/wiki/Nicol%C3%A1s_de_la_Cruz,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
federico-valverde,Federico Valverde,Federico Valverde,URU,🇺🇾,MF,8,1998-07-22,73,9,Real Madrid,ESP,https://en.wikipedia.org/wiki/Federico_Valverde,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
giorgian-de-arrascaeta,Giorgian de Arrascaeta,Giorgian de Arrascaeta,URU,🇺🇾,MF,10,1994-06-01,60,13,Flamengo,BRA,https://en.wikipedia.org/wiki/Giorgian_de_Arrascaeta,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
agustin-canobbio,Agustín Canobbio,Agustín Canobbio,URU,🇺🇾,MF,14,1998-10-01,15,1,Fluminense,BRA,https://en.wikipedia.org/wiki/Agust%C3%ADn_Canobbio,2,1,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
emiliano-martinez,Emiliano Martínez,Emiliano Martínez,URU,🇺🇾,MF,15,1999-08-17,10,0,Palmeiras,BRA,https://en.wikipedia.org/wiki/Emiliano_Mart%C3%ADnez_(footballer%2C_born_1999),0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
maximiliano-araujo,Maximiliano Araújo,Maximiliano Araújo,URU,🇺🇾,MF,20,2000-02-15,28,3,Sporting CP,POR,https://en.wikipedia.org/wiki/Maximiliano_Ara%C3%BAjo,2,2,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
joaquin-piquerez,Joaquín Piquerez,Joaquín Piquerez,URU,🇺🇾,MF,22,1998-08-24,19,0,Palmeiras,BRA,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Piquerez,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
juan-manuel-sanabria,Juan Manuel Sanabria,Juan Manuel Sanabria,URU,🇺🇾,MF,25,2000-03-29,5,1,Real Salt Lake,USA,https://en.wikipedia.org/wiki/Juan_Manuel_Sanabria,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
rodrigo-zalazar,Rodrigo Zalazar,Rodrigo Zalazar,URU,🇺🇾,MF,26,1999-08-12,8,2,Braga,POR,https://en.wikipedia.org/wiki/Rodrigo_Zalazar,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
darwin-nunez,Darwin Núñez,Darwin Núñez,URU,🇺🇾,FW,9,1999-06-24,38,13,Al-Hilal,KSA,https://en.wikipedia.org/wiki/Darwin_N%C3%BA%C3%B1ez,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
facundo-pellistri,Facundo Pellistri,Facundo Pellistri,URU,🇺🇾,FW,11,2001-12-20,39,2,Panathinaikos,GRE,https://en.wikipedia.org/wiki/Facundo_Pellistri,0,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
brian-rodriguez,Brian Rodríguez,Brian Rodríguez,URU,🇺🇾,FW,18,2000-05-20,32,4,América,MEX,https://en.wikipedia.org/wiki/Brian_Rodr%C3%ADguez,2,0,0,0,URU,Marcelo Bielsa,https://en.wikipedia.org/wiki/Uruguay_national_football_team
