Player Name,Team Initials,world_cup_matches,tournaments
Atilio LOPEZ,PAR,2,1950
Attila ABONYI,AUS,3,1974
Attila KEREKES,HUN,3,1982
Attilio FERRARIS,ITA,5,1934
Attilio GIOVANNINI,ITA,2,1950
August LEHMANN,SUI,3,1938
Auguste HELLEMANS,BEL,3,"1930, 1934"
Augustin BALBUENA,ARG,6,1974
Augustin CHANTREL,FRA,3,1930
Augustin DELEANU,ROU,3,1970
Augustine SIMO,CMR,3,1998
Augusto MAGLI,ITA,2,1950
Aurelio GONZALEZ,PAR,2,1930
Awwad AL ANZI,KSA,4,1994
Ayan SADKOV,BUL,4,1986
Ayman SHAWKY,EGY,3,1990
Ayman TAHER,EGY,3,1990
Aytac KADRI,TUR,3,1954
Azeddine AMANALLAH,MAR,4,1986
Aziz BOUDERBALA,MAR,4,1986
Aziz FAHMY,EGY,1,1934
B J KIM,KOR,7,2002
B K KIM,KOR,3,2014
B QU,CHN,3,2002
B Y LEE,KOR,3,2014
B. ALVES,POR,7,"2010, 2014"
B. LUNA,MEX,4,2002
B. SERAJ,IRN,3,1998
B. WILFRIED,CIV,3,2014
BABATUNDE,NGA,4,2014
BABAYARO,NGA,3,2002
BABEL,NED,11,"2006, 2010"
BABIC,CRO,3,2006
BACCA,COL,5,2014
BADELJ,CRO,3,2014
BADILLA G.,CRC,3,2006
BADRA,TUN,3,2002
BADSTUBER,GER,7,2010
BADU,GHA,3,2014
BAEZ,PAR,4,2002
BAGGIO D.,ITA,7,1994
BAGGIO R.,ITA,7,1994
BAGUI,ECU,3,2014
BAINES,ENG,3,2014
BAK,POL,3,2006
BAKHTIAR,IRN,3,2014
BALABAN,CRO,6,"2002, 2006"
BALAKOV,BUL,7,1994
BALBO,ARG,4,1994
BALBOA,USA,4,1994
BALDOCHI,BRA,6,1970
BALLACK,GER,14,"2002, 2006"
BALOTELLI,ITA,3,2014
BALTAZAR,BRA,9,"1950, 1954"
BAMBA,CIV,6,"2010, 2014"
BANDEIRINHA,POR,3,1986
BANGUERA,ECU,3,2014
BANNATYNE,NZL,3,2010
BARAJA,ESP,5,2002
BARBOSA,BRA,6,1950
BARKLEY,ENG,3,2014
BARNETTA,SUI,11,"2006, 2010, 2014"
BARONE ,ITA,7,2006
BAROS,CZE,3,2006
BARRANTES M.,CRC,5,2014
BARRETO,PAR,3,2006
BARRON,NZL,3,2010
BARRY,CIV,6,"2006, 2010"
BARRY,ENG,4,2010
BARRY COPA,CIV,3,2014
BARTHEZ,FRA,10,"2002, 2006"
BARZAGLI,ITA,3,2014
BARZAGLI ,ITA,7,2006
BASANTA,ARG,7,2014
BASSONG,CMR,3,2010
BASTA,SCG,3,2006
BASZCZYNSKI,POL,3,2006
BATATAIS,BRA,5,1938
BATISTA,BRA,12,"1978, 1982"
BATISTUTA,ARG,7,"1994, 2002"
BAUER,BRA,9,"1950, 1954"
BAUMANN,GER,7,2002
BAYA,TUN,3,2002
BEASLEY,USA,16,"2002, 2006, 2010, 2014"
BEAUCHAMP,AUS,7,"2006, 2010"
BEAUSEJOUR,CHI,8,"2010, 2014"
BEBETO,BRA,18,"1990, 1994, 1998"
BECKELES,HON,3,2014
BECKERMAN,USA,4,2014
BECKHAM,ENG,10,"2002, 2006"
BECKMANN,DEN,3,2010
BEDIMO,CMR,3,2014
BEDOYA,USA,4,2014
BEGOVI?,BIH,3,2014
BEHRAMI,SUI,11,"2006, 2010, 2014"
BEIKZADEH,IRN,3,2014
BEITASHOUR,IRN,3,2014
BEJAOUI,TUN,3,2002
BELHADJ,ALG,3,2010
BELIK,UKR,5,2006
BELKALEM,ALG,4,2014
BELLAID,ALG,3,2010
BELLETTI,BRA,7,2002
BELLINI,BRA,15,"1958, 1962, 1966"
BEN ACHOUR,TUN,3,2002
BEN SAADA,TUN,3,2006
BEN SLIMANE,TUN,3,1998
BENAGLIO,SUI,11,"2006, 2010, 2014"
BENDTNER,DEN,3,2010
BENEDICTO,BRA,2,1930
BENGTSON,HON,3,2014
BENITEZ,PAR,5,2010
BENTALEB,ALG,4,2014
BENTO,POR,3,1986
BENVENUTTO,BRA,2,1930
BENZEMA,FRA,5,2014
BEOMSEOK,KOR,4,2010
BERG,NOR,3,1994
BERGKAMP,NED,5,1994
BERHALTER,USA,8,"2002, 2006"
BERMUDEZ,COL,3,1998
BERNAL,MEX,8,"1994, 1998"
BERNARD,BRA,7,2014
BERNARD K.,CRC,3,2006
BERNARDEZ,HON,6,"2010, 2014"
BERTOS,NZL,3,2010
BESCHASTNYKH,RUS,3,2002
BESLER,USA,4,2014
BETO,POR,10,"2002, 2010, 2014"
BEYE,SEN,5,2002
BE�I?,BIH,3,2014
BI?AK?I?,BIH,3,2014
BIERHOFF,GER,7,2002
BIGLIA,ARG,7,2014
BIGODE,BRA,6,1950
BIRCHALL,TRI,3,2006
BIRSA,SVN,3,2010
BISMARCK,BRA,4,1990
BJ�RNEBYE,NOR,7,"1994, 1998"
BLANCO,MEX,4,1998
BLAZEK,CZE,3,2006
BLIND,NED,7,2014
BOA MORTE,POR,7,2006
BOATENG,GER,14,"2010, 2014"
BOATENG D.,GHA,4,2006
BOBADILLA,PAR,8,"2006, 2010"
BOCANEGRA,USA,7,"2006, 2010"
BOCCHETTI,ITA,3,2010
BODE,GER,7,2002
BOEHME,GER,7,2002
BOFFIN,BEL,8,"1994, 2002"
BOGELUND,DEN,4,2002
BOGHOSSIAN,FRA,3,2002
BOKA,CIV,9,"2006, 2010, 2014"
BOKSIC,CRO,3,2002
BOKYUNG,KOR,4,2010
BOLATTI,ARG,5,2010
BOLA�O,COL,3,1998
BOLA�OS C.,CRC,8,"2006, 2014"
BOLLY,CIV,3,2014
BONANO,ARG,3,2002
BONE,ECU,3,2014
BONET,PAR,12,"2002, 2006, 2010"
BONG,CMR,3,2010
BONIEK,HON,3,2014
BONUCCI,ITA,6,"2010, 2014"
BOOTH,RSA,3,2010
BORGES C.,CRC,5,2014
BORIMIROV,BUL,7,1994
BORKELMANS,BEL,4,1994
BORNSTEIN,USA,4,2010
BOROWSKI,GER,7,2006
BORUC,POL,3,2006
BOSACKI,POL,3,2006
BOSCHKER,NED,7,2010
BOSNJAK,CRO,3,2006
BOSSUT,BEL,5,2014
BOUAZIZI,TUN,5,"2002, 2006"
BOUBA DIOP,SEN,5,2002
BOUDEBOUZ,ALG,3,2010
BOUGHERRA,ALG,3,2010
BOUGUERRA,ALG,4,2014
BOULAHROUZ,NED,11,"2006, 2010"
BOUMNIJEL,TUN,3,2002
BOUMNIJEL ,TUN,3,2006
BOUMSONG,FRA,7,2006
BOUZAIENE,TUN,3,2002
BOYE,GHA,3,2014
BOYENS,NZL,3,2010
BOZANIC,AUS,3,2014
BRAAFHEID,NED,7,2010
BRADLEY,USA,8,"2010, 2014"
BRAHIMI,ALG,4,2014
BRANCO,BRA,16,"1986, 1990, 1994"
BRANDAO,BRA,5,1938
BRANDAOZINHO,BRA,3,1954
BRAVO,CHI,4,2010
BRE?KO,SVN,3,2010
BREEN,IRL,4,2002
BRENES R.,CRC,5,2014
BRESCIANO,AUS,10,"2006, 2010, 2014"
BRIDGE,ENG,10,"2002, 2006"
BRILHANTE,BRA,2,1930
BRITO,BRA,9,"1966, 1970"
BRITTO,BRA,5,1938
BRIZUELA,PAR,4,1998
BROCKIE,NZL,3,2010
BROOKS,USA,4,2014
BROWN,ENG,5,2002
BROWN,NZL,3,2010
BROZEK,POL,3,2006
BROZOVI?,CRO,3,2014
BRYCE,CRC,3,2002
BUCKLEY,RSA,3,2002
BUDDLE,USA,4,2010
BUFFON,ITA,17,"2002, 2006, 2010, 2014"
BULAJIC,SVN,3,2002
BULENT KORKMAZ  ,TUR,7,2002
BUNJAKU,SUI,3,2010
BURBANO,ECU,3,2002
BURDISSO,ARG,10,"2006, 2010"
BURGOS,ARG,3,2002
BUTINA,CRO,6,"2002, 2006"
BUTT,ENG,5,2002
BUTT,GER,14,"2002, 2010"
BYUN Byung Joo,KOR,6,"1986, 1990"
Badou ZAKI,MAR,4,1986
Bahram MOVADAT,IRN,3,1978
Barry PICKERING,NZL,3,1982
Barsi DIRIMLILI,TUR,3,1954
Bart McGHEE,USA,3,1930
Bas PAAUWE,NED,2,"1934, 1938"
Bassel GORGIS,IRQ,3,1986
Baudilio JAUREGUI,URU,3,1974
Beb BAKHUYS,NED,1,1934
Bedford JEZZARD,ENG,3,1954
Behtash FARIBA,IRN,3,1978
Bela BODONYI,HUN,3,1982
Bela KARPATI,HUN,9,"1954, 1958"
Bela KATZIRZ,HUN,3,1982
Bela KUHARSZKI,HUN,4,1962
Bela PALFI,YUG,3,1950
Bela SAROSI,HUN,4,1938
Bela VARADI,HUN,3,1978
Ben IROHA,NGA,4,1998
Benedicto GODOY,BOL,1,1950
Bengt BERNDTSSON,SWE,6,1958
Bengt GUSTAVSSON,SWE,6,1958
Benigno GUTIERREZ,BOL,1,1950
Benigno Gilberto PENAYO,PAR,3,1958
Benito CARVAJALES,CUB,3,1938
Benito LORENZI,ITA,5,"1950, 1954"
Benjamin GALINDO,MEX,4,1994
Benjamin MALDONADO,BOL,1,1950
Benjamin MASSING,CMR,5,1990
Benno MAGNUSSON,SWE,6,1974
Benny WENDT,SWE,3,1978
Beno KAPOSZTA,HUN,4,1966
Beratligil ALI,TUR,3,1954
Berman AHMET,TUR,3,1954
Bernabe RIVERA,PAR,2,1930
Bernard BOSQUIER,FRA,3,1966
Bernard CHIARELLI,FRA,6,1958
Bernard DIOMEDE,FRA,7,1998
Bernard GENGHINI,FRA,14,"1982, 1986"
Bernard LACOMBE,FRA,10,"1978, 1982"
Bernard LAMA,FRA,7,1998
Bernard McNALLY,NIR,3,1986
Bernard SLAVEN,IRL,5,1990
Bernard VOORHOOF,BEL,4,"1930, 1934, 1938"
Bernard VUKAS,YUG,6,"1950, 1954"
Bernardo REDIN,COL,4,1990
Bernd BRANSCH,GDR,6,1974
Bernd CULLMANN,FRG,13,"1974, 1978"
Bernd DIETZ,FRG,6,1978
Bernd FOERSTER,FRG,7,1982
Bernd FRANKE,FRG,7,1982
Bernd HOELZENBEIN,FRG,13,"1974, 1978"
Bernd KRAUSS,AUT,5,1982
Bernd PATZKE,FRG,12,"1966, 1970"
Berni KLODT,FRG,12,"1954, 1958"
Berry VAN AERLE,NED,4,1990
Bert PATENAUDE,USA,3,1930
Bert WILLIAMS,ENG,3,1950
Berti VOGTS,FRG,19,"1970, 1974, 1978"
Bertie PEACOCK,NIR,5,1958
Bertin EBWELLE,CMR,5,1990
Bertrand CRASSON,BEL,3,1998
Bertus CALDENHOVE,NED,1,1938
Bertus DE HARDER,NED,1,1938
Bill BROWN,SCO,3,1958
Bill ECKERSLEY,ENG,3,1950
Bill FIEDLER,USA,1,1934
Bill LEHMANN,USA,1,1934
Bill McGARRY,ENG,3,1954
Bill McLEAN,USA,1,1934
Bill NICHOLSON,ENG,3,1950
Billy BINGHAM,NIR,5,1958
Billy BREMNER,SCO,3,1974
Billy GONSALVES,USA,4,"1930, 1934"
Billy HAMILTON,NIR,8,"1982, 1986"
Billy McCLURE,NZL,3,1982
Billy SIMPSON,NIR,5,1958
Billy WRIGHT,ENG,10,"1950, 1954, 1958"
Bixente LIZARAZU,FRA,7,1998
Bjarne GOLDBAEK,DEN,5,1998
Bjorn ANDERSSON,SWE,6,1974
Bjorn NORDQVIST,SWE,12,"1970, 1974, 1978"
Blagoje MARJANOVIC,YUG,3,1930
Bo LARSSON,SWE,12,"1970, 1974, 1978"
Bob ANNIS,USA,3,1950
Bob CRADDOCK,USA,3,1950
Bob LENARDUZZI,CAN,3,1986
Bobby CAMPBELL,NIR,5,1982
Bobby CHARLTON,ENG,18,"1958, 1962, 1966, 1970"
Bobby CLARK,SCO,3,1978
Bobby COLLINS,SCO,3,1958
Bobby COMBE,SCO,2,1954
Bobby EVANS,SCO,5,"1954, 1958"
Bobby MOORE,ENG,14,"1962, 1966, 1970"
Bobby ROBSON,ENG,8,"1958, 1962"
Bobby SMITH,ENG,4,1958
Bobby TRAINOR,NIR,5,1958
Bodo ILLGNER,FRG,7,1990
Bodo ILLGNER,GER,5,1994
Bogdan STELEA,ROU,8,"1990, 1998"
Bohdan MASZTALER,POL,6,1978
Bohumil VESELY,TCH,3,1970
Boleslaw HABOWSKI,POL,1,1938
Boncho GENCHEV,BUL,7,1994
Boneventure DJONKEP,CMR,5,1990
Boris GAGANELOV,BUL,6,"1966, 1970"
Boris KUZNETSOV,URS,5,1958
Borislav MIHAYLOV,BUL,14,"1986, 1994, 1998"
Boudewijn ZENDEN,NED,7,1998
Boujamaa BENKHRIF,MAR,3,1970
Boycho VELICHKOV,BUL,4,1986
Bozhidar GRIGOROV,BUL,6,"1970, 1974"
Bozhidar ISKRENOV,BUL,4,1986
Bozhil KOLEV,BUL,3,1974
Bozo BROKETA,YUG,3,1950
Brad FRIEDEL,USA,7,"1994, 1998"
Branislav HRNJICEK,YUG,3,1930
Branislav SEKULIC,YUG,3,1930
Branko BRNOVIC,YUG,4,1998
Branko BULJEVIC,AUS,3,1974
Branko KRALJ,YUG,3,1954
Branko OBLAK,YUG,6,1974
Branko SEGOTA,CAN,3,1986
Branko STANKOVIC,YUG,6,"1950, 1954"
Branko ZEBEC,YUG,7,"1954, 1958"
Braulio LUNA,MEX,4,1998
Braulio MUSSO,CHI,6,1962
Brendan AUGUSTINE,RSA,3,1998
Bretislav DOLEJSI,TCH,4,1958
Brian BALOYI,RSA,3,1998
Brian BLISS,USA,3,1990
Brian LABONE,ENG,4,1970
Brian MAISONNEUVE,USA,3,1998
Brian McBRIDE,USA,3,1998
Brian TURNER,NZL,3,1982
Bror MELLBERG,SWE,11,"1950, 1958"
Bruce MURRAY,USA,3,1990
Bruce RIOCH,SCO,3,1978
Bruce WILSON,CAN,3,1986
Bruno BELIN,YUG,3,1954
Bruno BELLONE,FRA,14,"1982, 1986"
Bruno CHIZZO,ITA,4,1938
Bruno CONTI,ITA,11,"1982, 1986"
Bruno ENGELMEIER,AUT,3,1958
Bruno MORA,ITA,3,1962
Bruno PEZZEY,AUT,11,"1978, 1982"
Bruno VERSAVEL,BEL,4,1990
Bryan DOUGLAS,ENG,8,"1958, 1962"
Bryan GUNN,SCO,3,1990
Bryan ROBSON,ENG,17,"1982, 1986, 1990"
Bryan ROY,NED,9,"1990, 1994"
Buanga TSHIMEN,ZAI,3,1974
Buenaventura FERREIRA,PAR,4,1986
Buhran SARGUN,TUR,3,1954
Bulent EKEN,TUR,3,1954
B�RKI,SUI,4,2014
C BLANCO,MEX,4,2010
C G SONG,KOR,7,2002
C S KIM,KOR,3,2014
C S LEE,KOR,7,2002
C SALCIDO,MEX,4,2010
C VELA,MEX,4,2010
C Y LEE,KOR,3,2014
C Y PARK,KOR,3,2014
C. BENITEZ,ECU,4,2006
C. BLANCO,MEX,4,2002
C. BRAVO,CHI,4,2014
C. CARBONERO,COL,5,2014
C. GERMANO,BRA,7,1998
C. JENSEN,DEN,4,2002
C. JONG HYOK,PRK,3,2010
C. KADER-TOURE,TOG,3,2006
C. KUM CHOL,PRK,3,2010
C. LARA,ECU,4,2006
C. MARCHENA,ESP,4,2006
C. MORA,ECU,4,2006
C. PE�A,MEX,4,2014
C. POULSEN,DEN,3,2010
C. RODRIGUEZ,ARG,5,2010
C. RODRIGUEZ,URU,4,2014
C. SALCIDO,MEX,8,"2006, 2014"
C. SAMPAIO,BRA,7,1998
C. SANCHEZ,COL,5,2014
C. STUANI,URU,4,2014
C. SUAREZ,MEX,4,2006
C. TENORIO,ECU,7,"2002, 2006"
C. TORRES,ESP,5,2002
C. ZAPATA,COL,5,2014
C. ZU�IGA,COL,5,2014
C.MARCHENA,ESP,7,2010
C.RONALDO,POR,7,2006
CABANAS,SUI,4,2006
CABAYE,FRA,5,2014
CABA�AS,PAR,3,2006
CABECAO,BRA,3,1954
CABELLA,FRA,5,2014
CABRERA,COL,3,1998
CABUNGULA,ANG,3,2006
CACAU,GER,7,2010
CACERES,PAR,4,2002
CACERES,URU,7,2010
CADAMURO,ALG,4,2014
CAFU,BRA,26,"1994, 1998, 2002, 2006"
CAHILL,AUS,10,"2006, 2010, 2014"
CAHILL,ENG,3,2014
CAICEDO,ECU,3,2014
CALERO,COL,3,1998
CALVO D.,CRC,5,2014
CAMBIASSO,ARG,5,2006
CAMBRONERO D.,CRC,5,2014
CAMERON,USA,4,2014
CAMORANESI,ITA,3,2010
CAMORANESI ,ITA,7,2006
CAMPAGNARO,ARG,7,2014
CAMPBELL,ENG,10,"2002, 2006"
CAMPBELL J.,CRC,5,2014
CAMPOS,MEX,4,1994
CAMPOS,PAR,8,"1998, 2002"
CANALES,HON,3,2010
CANALLI,BRA,1,1934
CANDELA,FRA,3,2002
CANDREVA,ITA,3,2014
CANEIRA,POR,10,"2002, 2006"
CANIGGIA,ARG,3,2002
CANIZA,PAR,9,"2002, 2010"
CANNAVARO,ITA,14,"2002, 2006, 2010"
CAPDEVILA,ESP,7,2010
CAPUCHO,POR,3,2002
CARDOZO,PAR,13,"1998, 2002, 2010"
CARECA,BRA,9,"1986, 1990"
CARLOS,BRA,17,"1978, 1982, 1986"
CARLOS ALBERTO,BRA,6,1970
CARLOS MANUEL,POR,3,1986
CARMELO,ESP,3,1962
CARMONA,CHI,8,"2010, 2014"
CARNELL,RSA,3,2002
CARNEY,AUS,3,2010
CARPEGIANI,BRA,7,1974
CARRAGHER,ENG,9,"2006, 2010"
CARRASSO,FRA,3,2010
CARRICK,ENG,9,"2006, 2010"
CARSLEY,IRL,4,2002
CARSON,ENG,5,2006
CARVALHO,POR,6,1966
CARVALHO LEITE,BRA,3,"1930, 1934"
CASAGRANDE,BRA,5,1986
CASILLAS,ESP,16,"2002, 2006, 2010"
CASSANO,ITA,3,2014
CASTA�EDA,CHI,4,1998
CASTILHO,BRA,21,"1950, 1954, 1958, 1962"
CASTILLO,URU,7,2010
CASTRO,CRC,3,2002
CAVALLERO,ARG,3,2002
CAVANI,URU,7,2010
CA�IZA,PAR,3,2006
CA�IZARES,ESP,12,"1994, 1998, 2006"
CECH,CZE,3,2006
CECH,SVK,4,2010
CEH A.,SVN,3,2002
CEH N.,SVN,3,2002
CELADES,ESP,3,1998
CENTENO,CRC,3,2002
CENTENO W.,CRC,3,2006
CERCI,ITA,3,2014
CESAR,BRA,7,1974
CESAR,ESP,6,1950
CESAR,SVN,3,2010
CESC,ESP,4,2006
CEVALLOS,ECU,3,2002
CH L OU,CHN,3,2002
CH Y WU,CHN,3,2002
CH YANG,CHN,3,2002
CH. AR�NGUIZ,CHI,4,2014
CHA Bum Kun,KOR,3,1986
CHACHO,ESP,3,1934
CHADLI,BEL,5,2014
CHALA,ECU,3,2002
CHALKIAS,GRE,3,2010
CHAMBERLAIN,ENG,3,2014
CHAMOT,ARG,7,"1994, 2002"
CHANDLER,USA,4,2014
CHAOUCHI,ALG,3,2010
CHARISTEAS,GRE,3,2010
CHARLES,TRI,3,2006
CHAVEZ,HON,3,2010
CHEDJOU,CMR,6,"2010, 2014"
CHEDLI ,TUN,3,2006
CHENDO,ESP,9,"1986, 1990"
CHERCHESOV,RUS,3,2002
CHERUNDOLO,USA,12,"2002, 2006, 2010"
CHICAO,BRA,7,1978
CHICO,BRA,6,1950
CHIELLINI,ITA,6,"2010, 2014"
CHIKHAOUI ,TUN,3,2006
CHILAVERT,PAR,8,"1998, 2002"
CHIMBONDA,FRA,7,2006
CHINCHILLA,CRC,3,2002
CHING,USA,3,2006
CHIPPERFIELD,AUS,7,"2006, 2010"
CHIQUI ARCE,PAR,4,2002
CHO Byung Duk,KOR,3,1986
CHO Jin Ho,KOR,3,1994
CHO Kwang Rae,KOR,3,1986
CHO Min Kook,KOR,6,"1986, 1990"
CHO Young Jeung,KOR,3,1986
CHOI Chung Min,KOR,2,1954
CHOI Dae Shik,KOR,3,1994
CHOI In Young,KOR,6,"1990, 1994"
CHOI Kang Hee,KOR,3,1990
CHOI Moon Sik,KOR,3,1994
CHOI S. Y.,KOR,3,1998
CHOI Soon Ho,KOR,6,"1986, 1990"
CHOI Y. I.,KOR,3,1998
CHOI Y. S.,KOR,3,1998
CHOI Yung Keun,KOR,2,1954
CHOLEVAS,GRE,4,2014
CHONGGUG,KOR,3,2006
CHOUPO - MOTING,CMR,3,2010
CHOUPO-MOTING,CMR,3,2014
CHRISTANVAL,FRA,3,2002
CHRISTIANSEN,DEN,7,"2002, 2010"
CHRISTIE,NZL,3,2010
CHU Yung Kwang,KOR,2,1954
CHUGAYNOV,RUS,3,2002
CHUNG Hae Won,KOR,3,1990
CHUNG Jong Son,KOR,3,1994
CHUNG Jong Soo,KOR,6,"1986, 1990"
CHUNG Nam Sik,KOR,2,1954
CHUNG Yong Hwan,KOR,6,"1986, 1990"
CHUNGYONG,KOR,4,2010
CHUNSOO,KOR,3,2006
CHUYOUNG,KOR,7,"2006, 2010"
CHYGRYNSKYY,UKR,5,2006
CICINHO,BRA,5,2006
CILAURREN,ESP,3,1934
CILLESSEN,NED,7,2014
CIMAN,BEL,5,2014
CIMIROTIC,SVN,3,2002
CIRIACO,ESP,3,1934
CISSE,FRA,6,"2002, 2010"
CISSE,SEN,5,2002
CISSOKHO,SEN,5,2002
CLAPHAM,NZL,3,2010
CLARK,USA,4,2010
CLAROS,HON,3,2014
CLASIE,NED,7,2014
CLAYTON,TUN,6,"1998, 2002"
CLICHY,FRA,3,2010
CLODOALDO,BRA,6,1970
COCO,ITA,4,2002
COCU,NED,4,2006
COLOCCINI,ARG,5,2006
COLTORTI,SUI,4,2006
COLY,SEN,5,2002
CONNOLLY,IRL,4,2002
CONRAD,USA,3,2006
CONTRERAS,CHI,4,2010
CONTRERAS,ESP,5,2002
CONVEY,USA,3,2006
CORDERO,CRC,3,2002
CORDOBA,COL,6,"1994, 1998"
CORLUKA,CRO,3,2014
CORNEJO,CHI,4,1998
COSTACURTA,ITA,7,1994
COSTINHA,POR,7,2006
COSTLY,HON,3,2014
COUPET,FRA,10,"2002, 2006"
COURTOIS,BEL,5,2014
COUTINHO,BRA,6,1962
COVIC,AUS,4,2006
COX,TRI,3,2006
CRESPO,ARG,13,"1998, 2002, 2006"
CRIS,BRA,5,2006
CRISANTO BOSCH,ESP,3,1934
CRISCITO,ITA,3,2010
CROUCH,ENG,9,"2006, 2010"
CRUZ,ARG,5,2006
CUADRADO,COL,5,2014
CUBERO J.,CRC,5,2014
CUEVAS,PAR,7,"2002, 2006"
CUFRE,ARG,5,2006
CULINA,AUS,7,"2006, 2010"
CUNNINGHAM,IRL,4,2002
Carl VALENTINE,CAN,3,1986
Carles REXACH,ESP,3,1978
Carlo ANCELOTTI,ITA,11,"1986, 1990"
Carlo ANNOVAZZI,ITA,2,1950
Carlo CERESOLI,ITA,4,1938
Carlo GALLI,ITA,3,1954
Carlo MATTREL,ITA,3,1962
Carlo PAROLA,ITA,2,1950
Carlos AGUILERA,URU,8,"1986, 1990"
Carlos APONTE,COL,3,1962
Carlos BABINGTON,ARG,6,1974
Carlos BLANCO,MEX,5,"1954, 1958"
Carlos BORGES,URU,5,1954
Carlos BORJA,BOL,3,1994
Carlos CABELLERO,HON,3,1982
Carlos CALDERON DE LA BARCA,MEX,3,1958
Carlos CAMPOS,CHI,9,"1962, 1966"
Carlos CARUS,MEX,2,1954
Carlos CASZELY,CHI,6,"1974, 1982"
Carlos CILLONIZ,PER,2,1930
Carlos CONTRERAS,CHI,6,1962
Carlos CORREA,URU,4,1990
Carlos DE LOS COBOS,MEX,5,1986
Carlos ESTRADA,COL,4,1990
Carlos GOMEZ,MEX,3,1978
Carlos GONZALEZ,MEX,3,1958
Carlos GUEVARA,MEX,3,1950
Carlos HERMOSILLO,MEX,9,"1986, 1994"
Carlos HOYOS,COL,4,1990
Carlos IBANEZ,CHI,3,1950
Carlos LAPETRA,ESP,3,1966
Carlos MUNOZ,MEX,5,1986
Carlos OLIVERA,CUB,3,1938
Carlos PAREDES,PAR,4,1998
Carlos PEUCELLE,ARG,5,1930
Carlos RECINOS,SLV,3,1982
Carlos REINOSO,CHI,3,1974
Carlos RIOLFO,URU,4,1930
Carlos RIVAS,CHI,3,1982
Carlos ROA,ARG,5,1998
Carlos ROJAS,CHI,3,1950
Carlos ROMERO,URU,4,1950
Carlos SCHNEBERGER,CHI,3,1930
Carlos SEPTIEN,MEX,5,"1950, 1954"
Carlos SPADARO,ARG,5,1930
Carlos SQUEO,ARG,6,1974
Carlos TAPIA,ARG,7,1986
Carlos TEJAS,CHI,4,1998
Carlos TRUCCO,BOL,3,1994
Carlos VALDERRAMA,COL,4,1990
Carlos VIDAL,CHI,3,1930
Carmelo SIMEONE,ARG,4,1966
Casiano CESPEDES,PAR,2,1950
Casiano CHAVARRIA,BOL,2,1930
Casimiro TORRES,CHI,3,1930
Castor CANTERO,PAR,2,1950
Cayetano CARRERAS SAGUEIR,PAR,2,1930
Cayetano RE,PAR,3,1958
Cees VAN IERSSEL,NED,7,1974
Celestin DELMER,FRA,4,"1930, 1934"
Celestin OLIVER,FRA,6,1958
Celestine BABAYARO,NGA,4,1998
Celso GUITY,HON,3,1982
Celso OTERO,URU,4,1986
Cesar CUETO,PER,9,"1978, 1982"
Cesar ESPINOZA,CHI,3,1930
Cesar GUTIERREZ,HON,3,1982
Cesar LOPEZ FRETES,PAR,2,1950
Cesar RAMIREZ,PAR,4,1998
Cesar RUMINSKI,FRA,2,1954
Cesar VEGA,URU,4,1986
Cesar ZABALA,PAR,4,1986
Cesare MALDINI,ITA,3,1962
Cestmir PATZEL,TCH,4,1934
Cetin ZEYBEK,TUR,3,1954
Chaabane MERZEKANE,ALG,3,1982
Chad DEERING,USA,3,1998
Charles CASALI,SUI,4,1954
Charles GEERTS,BEL,2,1954
Charles SIMONS,BEL,1,1934
Charles TOUBE,CMR,3,1982
Charles VANDEWOUWER,BEL,1,1938
Charlie COLOMBO,USA,3,1950
Charlie NICHOLAS,SCO,3,1986
Charly ELSENER,SUI,6,"1962, 1966"
Chidi NWANU,NGA,4,1994
Choukri EL OUAER,TUN,3,1998
Chris HENDERSON,USA,3,1990
Chris MORRIS,IRL,5,1990
Chris NICHOLL,NIR,5,1982
Chris WADDLE,ENG,12,"1986, 1990"
Chris WOODS,ENG,12,"1986, 1990"
Christian DAILLY,SCO,3,1998
Christian DALGER,FRA,3,1978
Christian DULCA,ROU,4,1998
Christian KAREMBEU,FRA,7,1998
Christian KEGLEVITS,AUT,3,1990
Christian LOPEZ,FRA,10,"1978, 1982"
Christian PIOT,BEL,3,1970
Christian VIERI,ITA,5,1998
Christian ZIEGE,GER,5,1998
Christophe DUGARRY,FRA,7,1998
Christophe OHREL,SUI,4,1994
Christopher DAWES,JAM,3,1998
Christopher HUGHTON,IRL,5,1990
Christopher SULLIVAN,USA,3,1990
Christos KARKAMANIS,GRE,3,1994
Ciriaco SFORZA,SUI,4,1994
Ciro FERRARA,ITA,7,1990
Claes CRONQVIST,SWE,9,"1970, 1974"
Clarence SEEDORF,NED,7,1998
Claude ABBES,FRA,8,"1954, 1958"
Claude BARTHELEMY,HAI,3,1974
Claude PAPI,FRA,3,1978
Claudio BORGHI,ARG,7,1986
Claudio CANIGGIA,ARG,11,"1990, 1994"
Claudio GENTILE,ITA,14,"1978, 1982"
Claudio JARA,CRC,4,1990
Claudio LEZCANO,PAR,3,1958
Claudio LOPEZ,ARG,5,1998
Claudio REYNA,USA,7,"1994, 1998"
Claudio SALA,ITA,7,1978
Claudio SUAREZ,MEX,4,1998
Cle KOOIMAN,USA,4,1994
Cliff JONES,WAL,5,1958
Cobi JONES,USA,3,1998
Colin BAKER,WAL,5,1958
Colin BELL,ENG,4,1970
Colin CALDERWOOD,SCO,3,1998
Colin CLARKE,NIR,3,1986
Colin CURRAN,AUS,3,1974
